"$submission_id";"$created";"Hvilke roller har du i musikkarbeidet ditt?";"Rolle i musikkproduksjon";"Din situasjon som musiker";"Hvor lang erfaring har du med musikk?";"Hvilken aldersgruppe tilhører du?";"Hovedsjangre du jobber med?.Pop";"Hovedsjangre du jobber med?.Hip hop / RnB";"Hovedsjangre du jobber med?.EDM / elektronisk";"Hovedsjangre du jobber med?.Rock / metal";"Hovedsjangre du jobber med?.Indie / alternativ";"Hovedsjangre du jobber med?.Film-/spillmusikk / mediekomposisjon";"Hovedsjangre du jobber med?.Jazz";"Hovedsjangre du jobber med?.Klassisk ";"Hovedsjangre du jobber med?.Samtidsmusikk";"Hovedsjangre du jobber med?.Annet";"Har du brukt KI i musikk?";"Hva har du brukt KI til?.Idéutvikling (melodier, akkordprogresjoner, beats, loops)";"Hva har du brukt KI til?.Tekst/lyrics";"Hva har du brukt KI til?.Lyddesign (presets, samples, sound design)";"Hva har du brukt KI til?.Mixing / Mastering";"Hva har du brukt KI til?.Markedsføring";"Hva har du brukt KI til?.Demixing";"Hva har du brukt KI til?.Transkribering";"Hva har du brukt KI til?.Vokal (KI-generert sangstemme)";"Hva har du brukt KI til?.Annet (spesifiser):";"Spesifiser hva du har brukt KI til:";"Hvorfor bruker du ikke KI?.Har ikke hatt behov";"Hvorfor bruker du ikke KI?.Vet for lite om KI-verktøy";"Hvorfor bruker du ikke KI?.Foretrekker tradisjonell arbeidsflyt";"Hvorfor bruker du ikke KI?.Stoler ikke på kvaliteten";"Hvorfor bruker du ikke KI?.Etiske eller juridiske bekymringer";"Hvorfor bruker du ikke KI?.Kostnad";"Hvorfor bruker du ikke KI?.Annet";"Hvor ofte bruker du KI i musikk?";"Jeg føler at KI-generert musikk truer min framtid som musiker.";"Jeg er bekymret for at inntektene mine vil synke på grunn av KI.";"KI-verktøy kan gjøre meg mer effektiv i arbeidet mitt.";"Jeg er nysgjerrig på å lære mer om KI-verktøy for musikk.";"KI kan ikke erstatte min kreativitet som musiker.";"Jeg ser først og fremst på KI som et nyttig verktøy, ikke som en konkurrent.";"KI-generert musikk kan være like bra som menneskeskapt musikk";"Hvor sannsynlig er det at du kommer til å bruke KI-verktøy i musikk de neste to årene?";"Hva vil du eventuelt bruke KI til framover?.Idéutvikling (melodier, beats, akkorder)";"Hva vil du eventuelt bruke KI til framover?.Arrangement / strukturering av låter";"Hva vil du eventuelt bruke KI til framover?.Lyddesign / sound design";"Hva vil du eventuelt bruke KI til framover?.Mixing / Mastering";"Hva vil du eventuelt bruke KI til framover?.Tekstarbeid / lyrics";"Hva vil du eventuelt bruke KI til framover?.Forprosjekter/skisser til kunder";"Hva vil du eventuelt bruke KI til framover?.Markedsføring";"Hva vil du eventuelt bruke KI til framover?.Transkribering";"Hva vil du eventuelt bruke KI til framover?.Vokal (KI-generert sangstemme)";"Hva vil du eventuelt bruke KI til framover?.Demixing";"Hva vil du eventuelt bruke KI til framover?.Annet";"Hva vil du eventuelt bruke KI til framover?.Ingen planer om å bruke KI";"Er det noe mer du vil legge til om KI og musikk?";"$answer_time_ms"
"39854830";"2025-12-23T12:02:29+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Ja";"1";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Helt enig";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Litt uenig";"Litt uenig";"Svært sannsynlig";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Verden er et bedre sted uten, men som profesjonell musiker må man bli med toget om man skal henge med.";"195120"
"39855885";"2025-12-23T15:46:02+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"4–7 år";"25–34 år";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Litt uenig";"Litt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Litt enig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"129073"
"39856764";"2025-12-23T22:09:45+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Litt uenig";"Litt enig";"Litt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Vi har aldri trengt dette for å lage god musikk. Musikk handler ikke om effektivitet.";"238758"
"39862504";"2025-12-26T23:29:59+01:00";"Artist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt enig";"Verken enig eller uenig";"Litt enig";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Verken enig eller uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Jeg bruker chat gpt i alt som har med søknader, pressemeldinger, promoskriv osv.  i musikk produksjonen er jeg ikke interessert i å bruke KI.";"476832"
"39867161";"2025-12-28T20:34:42+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Helt uenig";"Litt enig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"229737"
"39867783";"2025-12-28T23:41:22+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"Ja";"0";"1";"0";"0";"0";"1";"0";"0";"1";"Konvertert vokal med Audimee til demo-bruk. ChatGPT til tekstbruk, mest synonym/rimordbok (er ikke primært tekstforfatter)";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt enig";"Helt enig";"Litt enig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Ganske sannsynlig";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"";"510853"
"39868591";"2025-12-29T10:17:42+01:00";"Annet";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"0";"0";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt uenig";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Ganske sannsynlig";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"90434"
"39875550";"2025-12-31T08:47:31+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"Ja";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Jeg bruker mine egne modeller i de digitale instrumentene jeg lager selv. Disse modellene brukes til i lyddesign og improviserte musikk til å kontrollere synthesizere med regresjonsmodeller, f. eks.";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt uenig";"Svært sannsynlig";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Jeg tror «KI» er et bredt og uspesifisert begrep - hva om folk som bruker oversettelsesverktøy til sine tekster? Disse verktøyene bruker ofte Markov chains eller ""eldre"" teknologier, ikke LLMs eller de ""moderne"" teknologier. Som miksingeniør/lyddesigner, om jeg bruker en «non-negative matrix factorization» algoritme for å trekke ut stemmen i et spor, er det KI-bruk, i deres definisjon?";"723473"
"39880610";"2026-01-02T09:34:52+01:00";"Hobby";"";"";"mer enn 8 år";"35–44 år";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt enig";"Helt enig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt uenig";"Ganske sannsynlig";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"73940"
"39881099";"2026-01-02T10:52:49+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"0";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Svært sannsynlig";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"";"107708"
"39887008";"2026-01-03T11:28:07+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Litt uenig";"Litt uenig";"Helt enig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"103501"
"39890992";"2026-01-04T12:17:43+01:00";"Hobby";"";"";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Ja";"1";"1";"0";"0";"1";"0";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Litt uenig";"Litt enig";"Helt enig";"Helt enig";"Litt uenig";"Helt enig";"Svært sannsynlig";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"It’s here and it’s steamrolling. A natural evolution of music, of creative arts and industry. We can’t stop it, nor should we try to any more than we should’ve stopped the electronic dance music, death metal, thrash metal, punk, auto tune etc. Each generation and each successive new innovation has created new forms of musicians. This is no different. The big money will be being able to create fully immersive multi model AI musical experiences in my opinion, co-creating live music with a huge audience all jacked up to hardware or software, tickling every single neuron in order to produce the highest amount of sensory stimulation.";"462511"
"39895725";"2026-01-05T09:14:13+01:00";"Hobby";"";"";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Helt uenig";"Litt uenig";"Litt enig";"Litt enig";"Helt uenig";"Litt enig";"Litt uenig";"Ganske sannsynlig";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"194180"
"39899306";"2026-01-05T11:37:28+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Helt enig";"Litt enig";"Svært sannsynlig";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"";"246218"
"39901364";"2026-01-05T13:03:35+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"0";"0";"0";"";"Litt enig";"Verken enig eller uenig";"Helt uenig";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Lite sannsynlig";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"Det er et verktøy, som i rette hender, kan potensielt kan generere interessante resultat.";"235172"
"39905787";"2026-01-05T16:50:53+01:00";"Låtskriver / komponist";"";"Annet";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Litt uenig";"Litt enig";"Verken enig eller uenig";"Helt uenig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"";"117658"
"39907538";"2026-01-05T20:02:45+01:00";"Hobby";"";"";"mer enn 8 år";"35–44 år";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"0";"0";"0";"0";"0";"";"Litt uenig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Ganske sannsynlig";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"";"1296853"
"39912592";"2026-01-06T10:35:24+01:00";"Hobby";"";"";"1–3 år";"35–44 år";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"Ja";"1";"1";"1";"0";"1";"0";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Helt uenig";"Helt uenig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Svært sannsynlig";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"Jeg lager kun KI-musikk på fritiden, da jeg ikke er en profesjonell musikker og dette kun er på hobbybasis. Så jeg er nok ikke en del av den vanlige statistikken. Annet enn det vil jeg si at jeg tror KI-musikk vil komme til å dominere i de feltene hvor man ikke bryr seg om hvem som har skapt musikken. F.eks. i reklame, en del bakgrunnsmusikk, kanskje litt listepop og treningsmusikk, osv. Sanger som først og frems skal være funksjonelle. Mens dess viktigere artisten(e) og historien rundt artisten(e) er, dess vanskeligere blir det for KI å overta.";"329080"
"39916742";"2026-01-06T12:38:57+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"0";"0";"0";"";"Litt uenig";"Litt uenig";"Litt uenig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"151525"
"39920783";"2026-01-06T14:48:27+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"1";"0";"0";"1";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt uenig";"Helt enig";"Litt enig";"Litt uenig";"Ganske sannsynlig";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"125085"
"39921412";"2026-01-06T15:06:28+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"1";"0";"0";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Svært sannsynlig";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"239709"
"39922841";"2026-01-06T16:08:53+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"1";"";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Litt uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"95709"
"39923858";"2026-01-06T17:09:49+01:00";"Musikkprodusent";"Profesjonell frilans musikkprodusent";"";"mer enn 8 år";"35–44 år";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"Ja";"1";"1";"1";"1";"1";"1";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Litt uenig";"Svært sannsynlig";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"";"233500"
"39958102";"2026-01-08T15:41:48+01:00";"Student";"";"";"mer enn 8 år";"18–24 år";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"106931"
"39958194";"2026-01-08T15:49:07+01:00";"Artist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"18–24 år";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"92936"
"39958275";"2026-01-08T15:55:07+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Jeg får chat gpt til å analysere teksten, for å se hvordan de kan bli tolket.";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Helt uenig";"Litt enig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"Det kommer til å bli ødeleggende for samfunnet fordi nå blir musikk enda mer induvidualistisk. Vi mister menneskeligheten.";"193452"
"39958357";"2026-01-08T16:00:47+01:00";"Student";"";"";"mer enn 8 år";"18–24 år";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"1199510"
"39958407";"2026-01-08T16:03:58+01:00";"Student";"";"";"mer enn 8 år";"18–24 år";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"1";"0";"0";"0";"";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Lite sannsynlig";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"";"1419927"
"39958455";"2026-01-08T16:07:20+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"4–7 år";"18–24 år";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Verken enig eller uenig";"Helt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Lite sannsynlig";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"KI musikk er verken dårlig eller bra. Som for meg vil jeg bruke det til å skape nye ideer, samtidig holde på det individuelle i min låtskriving. meste av problemet er når musikk ender opp som en vare produkt som man kan «tjene rask cash» på, som jeg føler blir mer av nå da som KI Generet musikk er lettere tilgjengelig.";"698385"
"39958566";"2026-01-08T16:17:00+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"18–24 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Litt uenig";"Ganske sannsynlig";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"167211"
"39958887";"2026-01-08T16:47:30+01:00";"Student";"";"";"mer enn 8 år";"18–24 år";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Litt enig";"Litt enig";"Litt uenig";"Helt uenig";"Helt enig";"Litt enig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"272887"
"39960548";"2026-01-08T19:03:34+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"0";"0";"0";"0";"0";"";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Verken sannsynlig eller usannsynlig";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"";"233792"
"39970590";"2026-01-09T13:47:30+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"1";"0";"0";"0";"";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"107912"
"39970745";"2026-01-09T13:52:36+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"170801"
"39970782";"2026-01-09T13:53:46+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Faren er at kun en liten gruppe spesielt interesserte blir utsatt for musikk som kunstuttrykk, og de fleste blir passive konsumenter av generisk popmusikk og ikke vil forstå verdien av annet";"199391"
"39971858";"2026-01-09T14:13:51+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Ja";"1";"1";"1";"0";"0";"0";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"Vi trenger mer erfarene folk og kunnskap om KI";"182907"
"39972358";"2026-01-09T14:34:21+01:00";"Artist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Litt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"140133"
"39973616";"2026-01-09T15:33:54+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"0";"0";"0";"";"Litt uenig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Ganske sannsynlig";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"";"170548"
"39974114";"2026-01-09T16:19:06+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"Ja";"0";"1";"0";"0";"0";"0";"0";"0";"1";"Stemmekloning";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt uenig";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Helt enig";"Helt enig";"Litt uenig";"Svært sannsynlig";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"";"161112"
"39975461";"2026-01-09T19:34:37+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"0";"0";"0";"";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Litt uenig";"Helt enig";"Litt enig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Det har jeg hørt, har jeg mislikt. Men det er jo ikke umulig at verktøyene blir bedre (= mer menneskeliknende), de er jo i rivende utvikling og mange putter ressurser inn i dette. Men en positiv ting med dette er at jeg har begynt å verdsette min egen originalitet og egne ""quirks"" enda mer, som noe virkelig unikt som aldri kan maskinstyres. Man blir ikke OVERRASKET av AI-musikk, det eneste måtte da være hvor lik den er menneskeskapt musikk. Tenker også at når AI-musikken blir mer personlig, og folk lager prosjekter som en slags kuratorer, så blir det allerede mindre AI og mer menneske som styrer og lager det i henhold til noe man ønsker seg, altså en type komposisjon i tradisjonell forstand.";"309708"
